id,observed_on_string,time_observed_at,user_login,url,image_url,Location details,latitude,longitude,species_guess,scientific_name,common_name,iconic_taxon_name,tree species,percent canopy cover,tree diameter-centimeters,lichen percent north,lichen percent east,lichen percent south,lichen percent west,lichen air quality index score,bark ph,Comments
62500718,Tue Oct 13 2020 14:45:45 GMT-0400 (EDT),2020-10-13 18:45:45 UTC,moorecar,https://www.inaturalist.org/observations/62500718,https://inaturalist-open-data.s3.amazonaws.com/photos/100149898/medium.jpg,"Rider University, Lawrence Township, NJ, US",40.28103781,-74.74007911,,Lecanoromycetes,common lichens,Fungi,Pin Oak,79.08,62.2,44,41,37,45,,,
62574253,Mon Oct 12 2020 17:05:10 GMT-0400 (EDT),2020-10-12 21:05:10 UTC,karasmith1,https://www.inaturalist.org/observations/62574253,https://static.inaturalist.org/photos/100280476/medium.jpg,"Stony Knob Rd, Middlebourne, WV, US",39.45641667,-80.94519167,Common Lichens,Lecanoromycetes,common lichens,Fungi,Liriodendron tulipifera,6.44,186,18,15,8,6,6,,
62575070,Mon Oct 12 2020 17:26:17 GMT-0400 (EDT),2020-10-12 21:26:17 UTC,karasmith1,https://www.inaturalist.org/observations/62575070,https://static.inaturalist.org/photos/100281796/medium.jpg,"Stony Knob Rd, Middlebourne, WV, US",39.45658667,-80.94556333,Common Lichens,Lecanoromycetes,common lichens,Fungi,Acer saccharum,0.4,94,17,30,8,12,6,,
62575219,Mon Oct 12 2020 17:46:09 GMT-0400 (EDT),2020-10-12 21:46:09 UTC,karasmith1,https://www.inaturalist.org/observations/62575219,https://static.inaturalist.org/photos/100282047/medium.jpg,"Stony Knob Rd, Middlebourne, WV, US",39.45613,-80.94554167,Common Lichens,Lecanoromycetes,common lichens,Fungi,Nyssa sylvatica,1.04,116,23,5,25,30,6,,
62579482,Mon Oct 12 2020 18:00:11 GMT-0400 (EDT),2020-10-12 22:00:11 UTC,karasmith1,https://www.inaturalist.org/observations/62579482,https://static.inaturalist.org/photos/100288741/medium.jpg,"Stony Knob Rd, Middlebourne, WV, US",39.45613,-80.94590833,Common Lichens,Lecanoromycetes,common lichens,Fungi,Populus grandidentata,8.14,79,12,27,15,9,6,,
62579959,Mon Oct 12 2020 18:10:13 GMT-0400 (EDT),2020-10-12 22:10:13 UTC,karasmith1,https://www.inaturalist.org/observations/62579959,https://static.inaturalist.org/photos/100289770/medium.jpg,"Stony Knob Rd, Middlebourne, WV, US",39.45605,-80.94588333,Common Lichens,Lecanoromycetes,common lichens,Fungi,Quercus velutina,52.29,39,34,39,23,13,6,,
62604995,2020-10-12 3:01:18 PM EDT,2020-10-12 19:01:18 UTC,laskullazazz,https://www.inaturalist.org/observations/62604995,https://static.inaturalist.org/photos/100334777/medium.jpeg,"Merrick Hall, Delaware, OH 43015, USA",40.29680833,-83.06556389,,Lecanoromycetes,common lichens,Fungi,Acer rubrum,95.99,214,35,55,32,93,6,,
62605594,2020-10-12 2:30:50 PM EDT,2020-10-12 18:30:50 UTC,laskullazazz,https://www.inaturalist.org/observations/62605594,https://static.inaturalist.org/photos/100335607/medium.jpeg,"Delaware, OH 43015, USA",40.29778333,-83.06621111,,Lecanoromycetes,common lichens,Fungi,Platanus occidentalis,72.28,77,5,29,5,13,6,,
62605969,2020-10-12 2:01:26 PM EDT,2020-10-12 18:01:26 UTC,laskullazazz,https://www.inaturalist.org/observations/62605969,https://static.inaturalist.org/photos/100336203/medium.jpeg,"Delaware, OH 43015, USA",40.29773806,-83.06631722,,Lecanoromycetes,common lichens,Fungi,Acer rubrum,83.61,267,33,17,75,97,6,,
62676912,2020-10-12 2:17:24 PM EDT,2020-10-12 18:17:24 UTC,hrkeatin,https://www.inaturalist.org/observations/62676912,https://inaturalist-open-data.s3.amazonaws.com/photos/100463159/medium.jpeg,Delaware,40.2986598,-83.06796491,Common Lichens,Parmelioideae,typical shield lichens,Fungi,Diospyros virginiana,61.26,41.6,25,19,15,17,6,,
63029442,Mon Oct 19 2020 13:55:41 GMT-0400 (EDT),2020-10-19 17:55:41 UTC,possiblyalex,https://www.inaturalist.org/observations/63029442,https://inaturalist-open-data.s3.amazonaws.com/photos/101090170/medium.jpg,"Siena College, Albany, NY, US",42.71817,-73.75206333,Common Lichens,Lecanoromycetes,common lichens,Fungi,Quercus sp.,36.76,35.9,4,3,6,5,6,,
63029509,Mon Oct 19 2020 14:24:55 GMT-0400 (EDT),2020-10-19 18:24:55 UTC,moosenator1005,https://www.inaturalist.org/observations/63029509,https://inaturalist-open-data.s3.amazonaws.com/photos/101090764/medium.jpg,"Siena College, Albany, NY, US",42.71821007,-73.75250683,Common Lichens,Lecanoromycetes,common lichens,Fungi,White Fir,17.3,31,11,74,95,43,5,,
63029890,Mon Oct 19 2020 14:06:21 GMT-0400 (EDT),2020-10-19 18:06:21 UTC,lccostello,https://www.inaturalist.org/observations/63029890,https://inaturalist-open-data.s3.amazonaws.com/photos/101091033/medium.jpg,"Siena College, Albany, NY, US",42.718495,-73.752,Common Lichens,Lecanoromycetes,common lichens,Fungi,Sugar Maple,0.56,79.9,16,34,86,27,6,,
63030002,Mon Oct 19 2020 14:16:31 GMT-0400 (EDT),2020-10-19 18:16:31 UTC,possiblyalex,https://www.inaturalist.org/observations/63030002,https://inaturalist-open-data.s3.amazonaws.com/photos/101091174/medium.jpg,"Siena College, Albany, NY, US",42.71829167,-73.75216667,Common Lichens,Lecanoromycetes,common lichens,Fungi,Acer sp.,23.66,66,15,3,6,5,6,,
63030215,Mon Oct 19 2020 13:59:36 GMT-0400 (EDT),2020-10-19 17:59:36 UTC,greg1738,https://www.inaturalist.org/observations/63030215,https://inaturalist-open-data.s3.amazonaws.com/photos/101091453/medium.jpg,"Siena College, Albany, NY, US",42.72039207,-73.75333023,Common Lichens,Lecanoromycetes,common lichens,Fungi,Honey Locust,30,60,78,77,92,46,6,,
63030284,Mon Oct 19 2020 14:10:15 GMT-0400 (EDT),2020-10-19 18:10:15 UTC,lccostello,https://www.inaturalist.org/observations/63030284,https://inaturalist-open-data.s3.amazonaws.com/photos/101091650/medium.jpg,"Siena College, Albany, NY, US",42.71854667,-73.75177833,Common Lichens,Lecanoromycetes,common lichens,Fungi,Red oak,32.18,40.5,6,29,74,5,6,,
63030457,Mon Oct 19 2020 14:20:46 GMT-0400 (EDT),2020-10-19 18:20:46 UTC,possiblyalex,https://www.inaturalist.org/observations/63030457,https://inaturalist-open-data.s3.amazonaws.com/photos/101091963/medium.jpg,"Siena College, Albany, NY, US",42.71818833,-73.75211333,Common Lichens,Lecanoromycetes,common lichens,Fungi,Acer sp.,46.16,55.2,12,7,13,9,6,,
63030720,Mon Oct 19 2020 14:14:31 GMT-0400 (EDT),2020-10-19 18:14:31 UTC,lccostello,https://www.inaturalist.org/observations/63030720,https://inaturalist-open-data.s3.amazonaws.com/photos/101092436/medium.jpg,"Siena College, Albany, NY, US",42.718705,-73.75161167,Common Lichens,Lecanoromycetes,common lichens,Fungi,Northern Maple,29.13,76.1,0,31,83,27,6,,
63030761,Mon Oct 19 2020 14:03:12 GMT-0400 (EDT),2020-10-19 18:03:12 UTC,greg1738,https://www.inaturalist.org/observations/63030761,https://inaturalist-open-data.s3.amazonaws.com/photos/101092533/medium.jpg,"Siena College, Albany, NY, US",42.71904482,-73.7524698,Common Lichens,Lecanoromycetes,common lichens,Fungi,Red Oak,70,91,90,89,81,83,6,,
63030768,Mon Oct 19 2020 14:26:09 GMT-0400 (EDT),2020-10-19 18:26:09 UTC,possiblyalex,https://www.inaturalist.org/observations/63030768,https://inaturalist-open-data.s3.amazonaws.com/photos/101092540/medium.jpg,"Siena College, Albany, NY, US",42.71811333,-73.75218833,Common Lichens,Lecanoromycetes,common lichens,Fungi,Honeylocust,16.89,47.4,79,48,62,87,6,,
63030937,Mon Oct 19 2020 14:12:40 GMT-0400 (EDT),2020-10-19 18:12:40 UTC,bfranzoni,https://www.inaturalist.org/observations/63030937,https://inaturalist-open-data.s3.amazonaws.com/photos/101092900/medium.jpg,"Siena College, Albany, NY, US",42.71845333,-73.75206667,Common Lichens,Lecanoromycetes,common lichens,Fungi,American Pin Oak,13.4,104.5,30,77,62,47,6,,
63030998,Mon Oct 19 2020 14:12:25 GMT-0400 (EDT),2020-10-19 18:12:25 UTC,greg1738,https://www.inaturalist.org/observations/63030998,https://inaturalist-open-data.s3.amazonaws.com/photos/101092945/medium.jpg,"Siena College, Albany, NY, US",42.71897344,-73.75255313,Common Lichens,Lecanoromycetes,common lichens,Fungi,Red Pine,20,49.5,12,6,4,7,6,,
63031010,Mon Oct 19 2020 14:28:30 GMT-0400 (EDT),2020-10-19 18:28:30 UTC,possiblyalex,https://www.inaturalist.org/observations/63031010,https://inaturalist-open-data.s3.amazonaws.com/photos/101092979/medium.jpg,"Siena College, Albany, NY, US",42.718095,-73.75209667,Common Lichens,Lecanoromycetes,common lichens,Fungi,Honeylocust,13.69,52,48,100,100,87,6,,
63031018,Mon Oct 19 2020 14:40:49 GMT-0400 (EDT),2020-10-19 18:40:49 UTC,moosenator1005,https://www.inaturalist.org/observations/63031018,https://inaturalist-open-data.s3.amazonaws.com/photos/101093009/medium.jpg,"Siena College, Albany, NY, US",42.71819852,-73.75215763,Common Lichens,Lecanoromycetes,common lichens,Fungi,Shag bark Hickory,0.37,64,53,80,37,87,6,,
63031091,Mon Oct 19 2020 14:19:25 GMT-0400 (EDT),2020-10-19 18:19:25 UTC,lccostello,https://www.inaturalist.org/observations/63031091,https://inaturalist-open-data.s3.amazonaws.com/photos/101093146/medium.jpg,"Siena College, Albany, NY, US",42.71854667,-73.752105,Common Lichens,Lecanoromycetes,common lichens,Fungi,Northern Maple,10.3,47.2,3,12,28,19,6,,
63031193,Mon Oct 19 2020 14:16:26 GMT-0400 (EDT),2020-10-19 18:16:26 UTC,greg1738,https://www.inaturalist.org/observations/63031193,https://inaturalist-open-data.s3.amazonaws.com/photos/101093397/medium.jpg,"Siena College, Albany, NY, US",42.71928785,-73.75239999,Common Lichens,Lecanoromycetes,common lichens,Fungi,Acer sp.,95,88.5,45,9,6,41,6,,
63031291,Mon Oct 19 2020 14:25:12 GMT-0400 (EDT),2020-10-19 18:25:12 UTC,lccostello,https://www.inaturalist.org/observations/63031291,https://inaturalist-open-data.s3.amazonaws.com/photos/101093618/medium.jpg,"Siena College, Albany, NY, US",42.71887,-73.75181667,Common Lichens,Lecanoromycetes,common lichens,Fungi,Quercus sp.,35.36,71.6,10,19,41,14,6,,
63031363,Mon Oct 19 2020 14:23:45 GMT-0400 (EDT),2020-10-19 18:23:45 UTC,greg1738,https://www.inaturalist.org/observations/63031363,https://inaturalist-open-data.s3.amazonaws.com/photos/101093761/medium.jpg,"Siena College, Albany, NY, US",42.71899284,-73.75252915,Common Lichens,Lecanoromycetes,common lichens,Fungi,Red Maple,80,28.5,70,64,64,30,6,,
63031366,Mon Oct 19 2020 14:46:05 GMT-0400 (EDT),2020-10-19 18:46:05 UTC,isabellaschmidt,https://www.inaturalist.org/observations/63031366,https://inaturalist-open-data.s3.amazonaws.com/photos/101093800/medium.jpg,"Siena College, Albany, NY, US",42.71851667,-73.75195333,Common Lichens,Lecanoromycetes,common lichens,Fungi,Red Pine,7.02,186,3,0,6,2,6,,
63031497,Mon Oct 19 2020 14:20:55 GMT-0400 (EDT),2020-10-19 18:20:55 UTC,bfranzoni,https://www.inaturalist.org/observations/63031497,https://inaturalist-open-data.s3.amazonaws.com/photos/101093924/medium.jpg,"Siena College, Albany, NY, US",42.71831167,-73.75222833,Common Lichens,Lecanoromycetes,common lichens,Fungi,Red Oak,18.87,36,31,27,34,32,6,,
63031817,Mon Oct 19 2020 14:27:50 GMT-0400 (EDT),2020-10-19 18:27:50 UTC,bfranzoni,https://www.inaturalist.org/observations/63031817,https://inaturalist-open-data.s3.amazonaws.com/photos/101094337/medium.jpg,"Siena College, Albany, NY, US",42.7182,-73.75232833,Common Lichens,Lecanoromycetes,common lichens,Fungi,Red Oak,6.73,71,94,95,89,87,6,,
63031993,Mon Oct 19 2020 14:19:22 GMT-0400 (EDT),2020-10-19 18:19:22 UTC,isabellaschmidt,https://www.inaturalist.org/observations/63031993,https://inaturalist-open-data.s3.amazonaws.com/photos/101094708/medium.jpg,"Siena College, Albany, NY, US",42.71887,-73.75232,Common Lichens,Lecanoromycetes,common lichens,Fungi,Red Oak,55.7,126,31,17,13,59,6,,
63032013,Mon Oct 19 2020 14:28:04 GMT-0400 (EDT),2020-10-19 18:28:04 UTC,bfranzoni,https://www.inaturalist.org/observations/63032013,https://inaturalist-open-data.s3.amazonaws.com/photos/101094709/medium.jpg,"Siena College, Albany, NY, US",42.718145,-73.75231167,Common Lichens,Lecanoromycetes,common lichens,Fungi,Shagbark Hickory,0.88,67,92,98,90,96,6,,
63032203,Mon Oct 19 2020 14:41:02 GMT-0400 (EDT),2020-10-19 18:41:02 UTC,bfranzoni,https://www.inaturalist.org/observations/63032203,https://inaturalist-open-data.s3.amazonaws.com/photos/101095111/medium.jpg,"Siena College, Albany, NY, US",42.71819667,-73.75206667,Common Lichens,Lecanoromycetes,common lichens,Fungi,Red Oak,28.52,50,65,62,69,49,6,,
63032297,Mon Oct 19 2020 14:27:18 GMT-0400 (EDT),2020-10-19 18:27:18 UTC,isabellaschmidt,https://www.inaturalist.org/observations/63032297,https://inaturalist-open-data.s3.amazonaws.com/photos/101095358/medium.jpg,"Siena College, Albany, NY, US",42.71801667,-73.75221333,Common Lichens,Lecanoromycetes,common lichens,Fungi,Honey locust,12.24,70,12,82,76,45,6,,
63032540,Mon Oct 19 2020 14:34:07 GMT-0400 (EDT),2020-10-19 18:34:07 UTC,isabellaschmidt,https://www.inaturalist.org/observations/63032540,https://inaturalist-open-data.s3.amazonaws.com/photos/101095669/medium.jpg,"Siena College, Albany, NY, US",42.71878,-73.75177833,Common Lichens,Lecanoromycetes,common lichens,Fungi,Red Maple,27.45,153,4,3,32,9,6,,
63032918,Mon Oct 19 2020 14:37:36 GMT-0400 (EDT),2020-10-19 18:37:36 UTC,isabellaschmidt,https://www.inaturalist.org/observations/63032918,https://inaturalist-open-data.s3.amazonaws.com/photos/101096214/medium.jpg,"Siena College, Albany, NY, US",42.71921667,-73.75147167,Common Lichens,Lecanoromycetes,common lichens,Fungi,Whitespire Birch,43.7,65,43,11,28,13,6,,
63107745,Tue Oct 20 2020 14:12:20 GMT-0400 (EDT),2020-10-20 18:12:20 UTC,moorecar,https://www.inaturalist.org/observations/63107745,https://inaturalist-open-data.s3.amazonaws.com/photos/101226836/medium.jpg,"Lawrence Township, NJ, US",40.2840432,-74.74747265,,Lecanoromycetes,common lichens,Fungi,Tulip Poplar,96.68,45.8,10,7,17,15,,,
63107879,Tue Oct 20 2020 14:17:30 GMT-0400 (EDT),2020-10-20 18:17:30 UTC,paulmalatesta,https://www.inaturalist.org/observations/63107879,https://inaturalist-open-data.s3.amazonaws.com/photos/101227110/medium.jpg,"Lawrence Township, NJ, US",40.28440737,-74.74711792,,Lecanoromycetes,common lichens,Fungi,Sweet Gum,78.67,27,27,8,30,26,3,,
63109476,Tue Oct 20 2020 14:30:18 GMT-0400 (EDT),2020-10-20 18:30:18 UTC,moorecar,https://www.inaturalist.org/observations/63109476,https://inaturalist-open-data.s3.amazonaws.com/photos/101293539/medium.jpg,"Denow Rd, Lawrence Township, NJ, US",40.28884888,-74.74763489,,Lecanoromycetes,common lichens,Fungi,Tulip Poplar,86.39,45.1,9,12,5,15,,,
63109875,Tue Oct 20 2020 14:35:47 GMT-0400 (EDT),2020-10-20 18:35:47 UTC,paulmalatesta,https://www.inaturalist.org/observations/63109875,https://inaturalist-open-data.s3.amazonaws.com/photos/101230452/medium.jpg,"Lawrence Township, NJ, US",40.28402218,-74.74703911,,Lecanoromycetes,common lichens,Fungi,American Beech,82.79,29.1,15,19,15,40,6,,
63110227,Tue Oct 20 2020 14:45:09 GMT-0400 (EDT),2020-10-20 18:45:09 UTC,paulmalatesta,https://www.inaturalist.org/observations/63110227,https://inaturalist-open-data.s3.amazonaws.com/photos/101245036/medium.jpg,"Lawrence Township, NJ, US",40.28290396,-74.74744178,,Lecanoromycetes,common lichens,Fungi,White Ash,73.4,49.4,0,0,0,36,3,,
63111632,Tue Oct 20 2020 14:04:57 GMT-0500 (CDT),2020-10-20 14:04:57 UTC,aolson6,https://www.inaturalist.org/observations/63111632,https://inaturalist-open-data.s3.amazonaws.com/photos/101233133/medium.jpg,"Carthage College, Kenosha, WI, US",42.61863918,-87.82256707,,Lecanoromycetes,common lichens,Fungi,Quercus Alba,63.48,51.4,31,24,21,34,3,,
63111700,Tue Oct 20 2020 13:53:21 GMT-0500 (CDT),2020-10-20 13:53:21 UTC,swright98,https://www.inaturalist.org/observations/63111700,https://inaturalist-open-data.s3.amazonaws.com/photos/101236858/medium.jpg,"Carthage College, Kenosha, WI, US",42.61854733,-87.82239363,,Lecanoromycetes,common lichens,Fungi,Tilia americana,84.2,46.2,6,55,8,12,6,,
63111782,Tue Oct 20 2020 14:43:59 GMT-0400 (EDT),2020-10-20 18:43:59 UTC,bradleyleverrett,https://www.inaturalist.org/observations/63111782,https://static.inaturalist.org/photos/102975602/medium.jpg,"Rider University, Lawrence Township, NJ, US",40.2833346,-74.74778074,Common Lichens,Lecanoromycetes,common lichens,Fungi,American Beech,99.4,65,16,13,0,2,,,
63112706,Tue Oct 20 2020 14:20:17 GMT-0500 (CDT),2020-10-20 14:20:17 UTC,aolson6,https://www.inaturalist.org/observations/63112706,https://inaturalist-open-data.s3.amazonaws.com/photos/101235066/medium.jpg,"Carthage College, Kenosha, WI, US",42.61858796,-87.82232654,,Lecanoromycetes,common lichens,Fungi,Tilia Americana,79.38,29.94,34,29,22,35,3,,
63113662,Tue Oct 20 2020 14:34:18 GMT-0500 (CDT),2020-10-20 14:34:18 UTC,aolson6,https://www.inaturalist.org/observations/63113662,https://inaturalist-open-data.s3.amazonaws.com/photos/101236761/medium.jpg,"Carthage College, Kenosha, WI, US",42.61862159,-87.82172659,,Lecanoromycetes,common lichens,Fungi,Quercus Alda,66.09,75.32,36,23,24,29,3,,
63114499,Tue Oct 20 2020 14:45:11 GMT-0500 (CDT),2020-10-20 14:45:11 UTC,aolson6,https://www.inaturalist.org/observations/63114499,https://inaturalist-open-data.s3.amazonaws.com/photos/101239352/medium.jpg,"Carthage College, Kenosha, WI, US",42.61851518,-87.82188193,,Lecanoromycetes,common lichens,Fungi,Quercus alba,55.54,49.36,24,22,19,21,3,,
63115290,Tue Oct 20 2020 14:54:00 GMT-0500 (CDT),2020-10-20 14:54:00 UTC,aolson6,https://www.inaturalist.org/observations/63115290,https://inaturalist-open-data.s3.amazonaws.com/photos/102185800/medium.jpg,"Carthage College, Kenosha, WI, US",42.61836812,-87.82193303,,Lecanoromycetes,common lichens,Fungi,Fraxinus americana,32.52,31.21,12,8,9,11,3,,
63115645,Tue Oct 20 2020 14:34:36 GMT-0500 (CDT),2020-10-20 14:34:36 UTC,swright98,https://www.inaturalist.org/observations/63115645,https://inaturalist-open-data.s3.amazonaws.com/photos/102276821/medium.jpg,"Carthage College, Kenosha, WI, US",42.61848095,-87.82233772,,Lecanoromycetes,common lichens,Fungi,Prunus serotina,83.1,22.2,7,17,0,1,6,,
63118334,Tue Oct 20 2020 15:19:25 GMT-0400 (EDT),2020-10-20 19:19:25 UTC,paulmalatesta,https://www.inaturalist.org/observations/63118334,https://inaturalist-open-data.s3.amazonaws.com/photos/101245436/medium.jpg,"Lawrence Township, NJ, US",40.28337922,-74.74980772,,Lecanoromycetes,common lichens,Fungi,Tulip Poplar,53.88,96.5,14,6,26,37,3,,
63118606,Tue Oct 20 2020 14:47:11 GMT-0400 (EDT),2020-10-20 18:47:11 UTC,moorecar,https://www.inaturalist.org/observations/63118606,https://inaturalist-open-data.s3.amazonaws.com/photos/101245897/medium.jpg,"Rider University, Lawrence Township, NJ, US",40.28183613,-74.74569878,Common Lichens,Lecanoromycetes,common lichens,Fungi,American Beech,70.67,79.5,4,6,37,8,,,
63164672,Wed Oct 21 2020 09:08:04 GMT-0400 (EDT),2020-10-21 13:08:04 UTC,danielle_pellino,https://www.inaturalist.org/observations/63164672,https://static.inaturalist.org/photos/101328641/medium.jpg,"Siena College, Albany, NY, US",42.7219346,-73.7525476,common lichens,Lecanoromycetes,common lichens,Fungi,Quercus Palustris,0.37,44.6,100,100,100,100,0,,
63165138,Wed Oct 21 2020 09:30:26 GMT-0400 (EDT),2020-10-21 13:30:26 UTC,danielle_pellino,https://www.inaturalist.org/observations/63165138,https://static.inaturalist.org/photos/101329439/medium.jpg,"Siena College, Albany, NY, US",42.7215885,-73.75214891,common lichens,Lecanoromycetes,common lichens,Fungi,Gleditsia triacanthos,1.27,39.5,70,57,63,13,0,,
63181095,Wed Oct 21 2020 14:04:00 GMT-0400 (EDT),2020-10-21 18:04:00 UTC,ch02wool,https://www.inaturalist.org/observations/63181095,https://inaturalist-open-data.s3.amazonaws.com/photos/101357244/medium.jpg,"Siena College, Albany, NY, US",42.72150791,-73.74727777,Common Lichens,Lecanoromycetes,common lichens,Fungi,Cercidiphyllum japonicum,87.43,33,40,20,9,16,6,,
63419313,Sat Oct 24 2020 15:52:23 GMT-0400 (EDT),2020-10-24 19:52:23 UTC,puppet__,https://www.inaturalist.org/observations/63419313,https://static.inaturalist.org/photos/101774153/medium.jpg,"Kalamazoo College, Kalamazoo, MI, US",42.29206935,-85.6008248,,Lecanoromycetes,common lichens,Fungi,Black Locust,,,0,0,16,5,6,,
63421019,Sat Oct 24 2020 16:10:26 GMT-0400 (EDT),2020-10-24 20:10:26 UTC,puppet__,https://www.inaturalist.org/observations/63421019,https://static.inaturalist.org/photos/101776546/medium.jpg,"Kalamazoo College, Kalamazoo, MI, US",42.29004308,-85.60238301,,Lecanoromycetes,common lichens,Fungi,Black Oak,,,0,11,3,1,6,,
63422016,Sat Oct 24 2020 16:21:55 GMT-0400 (EDT),2020-10-24 20:21:55 UTC,puppet__,https://www.inaturalist.org/observations/63422016,https://static.inaturalist.org/photos/101778058/medium.jpg,"Kalamazoo College, Kalamazoo, MI, US",42.29027733,-85.60331381,,Lecanoromycetes,common lichens,Fungi,Red Oak,,,4,1,1,0,3,,
63424356,Sat Oct 24 2020 16:33:27 GMT-0400 (EDT),2020-10-24 20:33:27 UTC,puppet__,https://www.inaturalist.org/observations/63424356,https://static.inaturalist.org/photos/101782040/medium.jpg,"Bulkley St, Kalamazoo, MI, US",42.29165332,-85.60257669,,Lecanoromycetes,common lichens,Fungi,Silver Maple,,,17,15,16,40,6,,
63588706,Mon Oct 26 2020 14:55:00 GMT-0400 (EDT),2020-10-26 18:55:00 UTC,maceben,https://www.inaturalist.org/observations/63588706,https://inaturalist-open-data.s3.amazonaws.com/photos/102076710/medium.jpeg,"3rd St, Plainwell, MI 49080, USA",42.4559404,-85.573066,Common Lichens,Lecanoromycetes,common lichens,Fungi,Fagus grandifolia,40,50.9,63,99,18,25,6,,
63589430,2020/10/26 2:57 PM EDT,2020-10-26 18:57:00 UTC,maceben,https://www.inaturalist.org/observations/63589430,https://inaturalist-open-data.s3.amazonaws.com/photos/102078892/medium.jpeg,"3rd St, Gun Plain Township, MI 49080, USA",42.4559404,-85.573066,Common Lichens,Lecanoromycetes,common lichens,Fungi,Acer saccharinum,95,40.4,0,1,0,0,3,,
63590663,2020/10/26 3:02 PM EDT,2020-10-26 19:02:00 UTC,maceben,https://www.inaturalist.org/observations/63590663,https://inaturalist-open-data.s3.amazonaws.com/photos/102081710/medium.jpeg,"3rd St, Gun Plain Township, MI 49080, USA",42.4559404,-85.573066,Common Lichens,Lecanoromycetes,common lichens,Fungi,Acer saccharum,95,37.5,5,1,8,9,6,,
63591585,2020/10/26 3:04 PM EDT,2020-10-26 19:04:00 UTC,maceben,https://www.inaturalist.org/observations/63591585,https://inaturalist-open-data.s3.amazonaws.com/photos/102082948/medium.jpeg,"3rd St, Gun Plain Township, MI 49080, USA",42.4559404,-85.573066,Lecanoromycetes,Lecanoromycetes,common lichens,Fungi,Acer saccharum,90,32.1,1,2,18,5,6,,
63648323,Tue Oct 27 2020 13:44:47 GMT-0400 (EDT),2020-10-27 17:44:47 UTC,k18is01,https://www.inaturalist.org/observations/63648323,https://inaturalist-open-data.s3.amazonaws.com/photos/102185859/medium.jpg,"Michigan, US",42.23711125,-85.7719772,Common Lichens,Lecanoromycetes,common lichens,Fungi,Picea sp.,95.78,130,15,17,47,26,6,,
63649045,Tue Oct 27 2020 08:01:43 GMT-0500 (CDT),2020-10-27 08:01:43 UTC,kaysay,https://www.inaturalist.org/observations/63649045,https://inaturalist-open-data.s3.amazonaws.com/photos/102188343/medium.jpg,"Sheridan Rd, Kenosha, WI, US",42.62915,-87.82206667,Sugar Maple 1,Lecanoromycetes,common lichens,Fungi,sugar Maple,98.7,41,6,57,4,0,3,,
63650573,Tue Oct 27 2020 13:35:04 GMT-0500 (CDT),2020-10-27 13:35:04 UTC,ehare98,https://www.inaturalist.org/observations/63650573,https://inaturalist-open-data.s3.amazonaws.com/photos/102190551/medium.jpg,"Sheridan Rd, Kenosha, WI, US",42.62934988,-87.82122839,Lecanoromycetes,Lecanoromycetes,common lichens,Fungi,White ash,0.42,24.5,5,40,60,35,6,,
63652783,Tue Oct 27 2020 16:03:23 GMT-0400 (EDT),2020-10-27 20:03:23 UTC,mguimond,https://www.inaturalist.org/observations/63652783,https://inaturalist-open-data.s3.amazonaws.com/photos/102200721/medium.jpg,Hicks Student Center ,42.289188,-85.600655,Common Lichens,Lecanoromycetes,common lichens,Fungi,Red oak,4.22,38.1024,43,48,44,14,6,,
63653038,Tue Oct 27 2020 16:02:37 GMT-0400 (EDT),2020-10-28 02:02:37 UTC,mguimond,https://www.inaturalist.org/observations/63653038,https://inaturalist-open-data.s3.amazonaws.com/photos/102200636/medium.jpg,Hicks Student Center ,42.289188,-85.600655,Common Lichens,Lecanoromycetes,common lichens,Fungi,Quercus alba,0.53,105.84,15,21,6,2,6,,
63653147,Tue Oct 27 2020 16:01:00 GMT-0400 (EDT),2020-10-28 02:01:00 UTC,mguimond,https://www.inaturalist.org/observations/63653147,https://inaturalist-open-data.s3.amazonaws.com/photos/102200453/medium.jpg,Hicks Student Center ,42.289188,-85.600655,Common Lichens,Lecanoromycetes,common lichens,Fungi,Quercus rubra,10.97,73.08,27,31,65,28,,,
63654055,Tue Oct 20 2020 14:05:28 GMT-0500 (CDT),2020-10-20 14:05:28 UTC,swright98,https://www.inaturalist.org/observations/63654055,https://inaturalist-open-data.s3.amazonaws.com/photos/102276505/medium.jpg,"Carthage College, Kenosha, WI, US",42.61826746,-87.82226505,,Lecanoromycetes,common lichens,Fungi,Carya ovata,75.2,52.5,7,90,0,0,3,,
63656229,Tue Oct 20 2020 14:18:38 GMT-0500 (CDT),2020-10-20 14:18:38 UTC,swright98,https://www.inaturalist.org/observations/63656229,https://inaturalist-open-data.s3.amazonaws.com/photos/102276665/medium.jpg,"Carthage College, Kenosha, WI, US",42.61838533,-87.82248083,,Lecanoromycetes,common lichens,Fungi,Black ash,62.5,27.7,54,70,30,28,6,,
63668239,2020-10-27 5:59:35 PM EDT,2020-10-27 21:59:35 UTC,austinwebb27,https://www.inaturalist.org/observations/63668239,https://inaturalist-open-data.s3.amazonaws.com/photos/102222918/medium.jpeg,"Jonesville, MI 49250, USA",41.98034806,-84.65425886,Common Lichens,Lepraria finkii,Fluffy Dust Lichen,Fungi,Acer sp.,1,62,75,84,66,86,3,,
